rating,date,variation,verified_reviews,feedback
1,03-Jan-22,Charcoal Fabric,Voice recognition is poor. Alexa struggles to understand commands.,0
1,04-Jan-22,Walnut Finish,No backup battery. Useless during power outages.,0
2,05-Jan-22,Heather Gray,Privacy concerns with Alexa always listening.,0
1,06-Jan-22,Sandstone,The app is buggy and crashes often.,0
1,07-Jan-22,Charcoal Fabric,"Sound quality is poor, especially for the price.",0
2,08-Jan-22,Walnut Finish,Limited functionality compared to other smart assistants.,0
1,09-Jan-22,Heather Gray,Keeps disconnecting from Wi-Fi. Not reliable.,0
1,10-Jan-22,Sandstone,Stopped working after a month. Customer service was no help at all.,0
2,11-Jan-22,Charcoal Fabric,Voice recognition is inconsistent and unreliable.,0
1,12-Jan-22,Walnut Finish,Voice commands are too complicated and not intuitive.,0
1,13-Jan-22,Heather Gray,Stopped working after a firmware update. Very frustrating.,0
2,14-Jan-22,Sandstone,Limited functionality compared to other smart assistants.,0
1,15-Jan-22,Charcoal Fabric,Privacy concerns with Alexa always listening.,0
1,16-Jan-22,Walnut Finish,Requires constant internet connection to function. Useless otherwise.,0
2,17-Jan-22,Heather Gray,Sound volume is too low even at maximum setting.,0
1,18-Jan-22,Sandstone,Alexa skills are limited and not very useful.,0
1,19-Jan-22,Charcoal Fabric,Voice recognition is poor. Alexa struggles to understand commands.,0
2,20-Jan-22,Walnut Finish,Device feels cheap and poorly made.,0
1,21-Jan-22,Heather Gray,Microphone quality is poor. Doesn't pick up voice well.,0
1,22-Jan-22,Sandstone,Requires constant internet connection to function. Useless otherwise.,0
2,23-Jan-22,Charcoal Fabric,Keeps disconnecting from Wi-Fi. Not reliable.,0
1,24-Jan-22,Walnut Finish,Stopped working after just a few weeks. Very disappointed.,0
1,25-Jan-22,Heather Gray,Privacy concerns with Alexa always listening. Not comfortable with it.,0
2,26-Jan-22,Sandstone,"Sound quality is poor, especially for the price.",0
1,27-Jan-22,Charcoal Fabric,No backup battery. Useless during power outages.,0
1,28-Jan-22,Walnut Finish,Customer service is unresponsive and unhelpful.,0
2,29-Jan-22,Heather Gray,Annoying voice. Not pleasant to listen to.,0
1,30-Jan-22,Sandstone,Voice recognition is inconsistent and unreliable.,0
1,31-Jan-22,Charcoal Fabric,Alexa app is poorly designed and hard to navigate.,0
2,01-Feb-22,Walnut Finish,Setup process is too complicated and time-consuming.,0
1,02-Feb-22,Heather Gray,Requires constant internet connection to function. Useless otherwise.,0
1,03-Feb-22,Sandstone,Privacy concerns with Alexa always listening.,0
2,04-Feb-22,Charcoal Fabric,"Microphone sensitivity is poor, struggles to pick up voice commands.",0
1,05-Feb-22,Walnut Finish,Stopped working after a firmware update. Very frustrating.,0
1,06-Feb-22,Heather Gray,No support for Spotify. Very limited music options.,0
2,07-Feb-22,Sandstone,Stopped working after a month. Customer service was no help at all.,0
1,08-Feb-22,Charcoal Fabric,Limited functionality compared to other smart assistants.,0
1,09-Feb-22,Walnut Finish,The connection keeps dropping frequently. Very frustrating to use.,0
2,10-Feb-22,Heather Gray,Sound volume is too low even at maximum setting.,0
1,11-Feb-22,Sandstone,Alexa skills are limited and not very useful.,0
1,12-Feb-22,Charcoal Fabric,Voice commands are too complicated and not intuitive.,0
2,13-Feb-22,Walnut Finish,Keeps sending irrelevant notifications. Very annoying.,0
1,14-Feb-22,Heather Gray,Voice recognition is poor. Alexa struggles to understand commands.,0
1,15-Feb-22,Sandstone,Setup was extremely difficult and not user-friendly.,0
2,16-Feb-22,Charcoal Fabric,Limited functionality compared to other smart assistants.,0
1,17-Feb-22,Walnut Finish,Voice recognition is inconsistent and unreliable.,0
1,18-Feb-22,Heather Gray,Stopped working after just a few weeks. Very disappointed.,0
2,19-Feb-22,Sandstone,No backup battery. Useless during power outages.,0
1,20-Feb-22,Charcoal Fabric,Microphone quality is poor. Doesn't pick up voice well.,0
1,21-Feb-22,Walnut Finish,The app is buggy and crashes often.,0
2,22-Feb-22,Heather Gray,Customer service is unresponsive and unhelpful.,0
1,23-Feb-22,Sandstone,No support for local music playback. Very limited.,0
1,24-Feb-22,Charcoal Fabric,Stopped working after a firmware update. Very frustrating.,0
2,25-Feb-22,Walnut Finish,Voice commands are too complicated and not intuitive.,0
1,26-Feb-22,Heather Gray,Alexa app is poorly designed and hard to navigate.,0
1,27-Feb-22,Sandstone,"Sound quality is poor, especially for the price.",0
2,28-Feb-22,Charcoal Fabric,Privacy concerns with Alexa always listening.,0
1,01-Mar-22,Walnut Finish,Requires constant internet connection to function. Useless otherwise.,0
1,02-Mar-22,Heather Gray,Voice recognition is poor. Alexa struggles to understand commands.,0
2,03-Mar-22,Sandstone,Annoying voice. Not pleasant to listen to.,0
1,04-Mar-22,Charcoal Fabric,Stopped working after just a few weeks. Very disappointed.,0
1,05-Mar-22,Walnut Finish,Microphone quality is poor. Doesn't pick up voice well.,0
2,06-Mar-22,Heather Gray,No support for Spotify. Very limited music options.,0
1,07-Mar-22,Sandstone,Voice recognition is inconsistent and unreliable.,0
1,08-Mar-22,Charcoal Fabric,Limited functionality compared to other smart assistants.,0
2,09-Mar-22,Walnut Finish,Setup was extremely difficult and not user-friendly.,0
1,10-Mar-22,Heather Gray,Stopped working after a month. Customer service was no help at all.,0
1,11-Mar-22,Sandstone,The connection keeps dropping frequently. Very frustrating to use.,0
2,12-Mar-22,Charcoal Fabric,Requires constant internet connection to function. Useless otherwise.,0
1,13-Mar-22,Walnut Finish,Stopped working after a software update. Very frustrating.,0
1,14-Mar-22,Heather Gray,Limited functionality compared to other smart assistants.,0
2,15-Mar-22,Sandstone,Sound volume is too low even at maximum setting.,0
1,16-Mar-22,Charcoal Fabric,Alexa skills are limited and not very useful.,0
1,17-Mar-22,Walnut Finish,Voice recognition is poor. Alexa struggles to understand commands.,0
2,18-Mar-22,Heather Gray,"Microphone sensitivity is poor, struggles to pick up voice commands.",0
1,19-Mar-22,Sandstone,Voice recognition is inconsistent and unreliable.,0
1,20-Mar-22,Charcoal Fabric,Customer service is unresponsive and unhelpful.,0
2,21-Mar-22,Walnut Finish,Voice commands are too complicated and not intuitive.,0
1,22-Mar-22,Heather Gray,Requires constant internet connection to function. Useless otherwise.,0
1,23-Mar-22,Sandstone,Stopped working after a firmware update. Very frustrating.,0
2,24-Mar-22,Charcoal Fabric,"Sound quality is poor, especially for the price.",0
1,25-Mar-22,Walnut Finish,Setup process is too complicated and time-consuming.,0
1,26-Mar-22,Heather Gray,Stopped working after just a few weeks. Very disappointed.,0
2,27-Mar-22,Sandstone,No support for local music playback. Very limited.,0
1,28-Mar-22,Charcoal Fabric,Voice recognition is poor. Alexa struggles to understand commands.,0
1,29-Mar-22,Walnut Finish,No backup battery. Useless during power outages.,0
2,30-Mar-22,Heather Gray,Privacy concerns with Alexa always listening.,0
1,31-Mar-22,Sandstone,The app is buggy and crashes often.,0
1,01-Apr-22,Charcoal Fabric,"Sound quality is poor, especially for the price.",0
2,02-Apr-22,Walnut Finish,Limited functionality compared to other smart assistants.,0
1,03-Apr-22,Heather Gray,Keeps disconnecting from Wi-Fi. Not reliable.,0
1,04-Apr-22,Sandstone,Stopped working after a month. Customer service was no help at all.,0
2,05-Apr-22,Charcoal Fabric,Voice recognition is inconsistent and unreliable.,0
1,06-Apr-22,Walnut Finish,Voice commands are too complicated and not intuitive.,0
1,07-Apr-22,Heather Gray,Stopped working after a firmware update. Very frustrating.,0
2,08-Apr-22,Sandstone,Limited functionality compared to other smart assistants.,0
1,09-Apr-22,Charcoal Fabric,Privacy concerns with Alexa always listening.,0
1,10-Apr-22,Walnut Finish,Requires constant internet connection to function. Useless otherwise.,0
2,11-Apr-22,Heather Gray,Sound volume is too low even at maximum setting.,0
1,12-Apr-22,Sandstone,Alexa skills are limited and not very useful.,0
1,13-Apr-22,Charcoal Fabric,Voice recognition is poor. Alexa struggles to understand commands.,0
2,14-Apr-22,Walnut Finish,Device feels cheap and poorly made.,0
1,15-Apr-22,Heather Gray,Microphone quality is poor. Doesn't pick up voice well.,0
1,16-Apr-22,Sandstone,Requires constant internet connection to function. Useless otherwise.,0
2,17-Apr-22,Charcoal Fabric,Keeps disconnecting from Wi-Fi. Not reliable.,0
1,18-Apr-22,Walnut Finish,Stopped working after just a few weeks. Very disappointed.,0
1,19-Apr-22,Heather Gray,Privacy concerns with Alexa always listening. Not comfortable with it.,0
2,20-Apr-22,Sandstone,"Sound quality is poor, especially for the price.",0
1,21-Apr-22,Charcoal Fabric,No backup battery. Useless during power outages.,0
1,22-Apr-22,Walnut Finish,Customer service is unresponsive and unhelpful.,0
2,23-Apr-22,Heather Gray,Annoying voice. Not pleasant to listen to.,0
1,24-Apr-22,Sandstone,Voice recognition is inconsistent and unreliable.,0
1,25-Apr-22,Charcoal Fabric,Alexa app is poorly designed and hard to navigate.,0
2,26-Apr-22,Walnut Finish,Setup process is too complicated and time-consuming.,0
1,27-Apr-22,Heather Gray,Requires constant internet connection to function. Useless otherwise.,0
1,28-Apr-22,Sandstone,Privacy concerns with Alexa always listening.,0
2,29-Apr-22,Charcoal Fabric,"Microphone sensitivity is poor, struggles to pick up voice commands.",0
1,30-Apr-22,Walnut Finish,Stopped working after a firmware update. Very frustrating.,0
1,01-May-22,Heather Gray,No support for Spotify. Very limited music options.,0
2,02-May-22,Sandstone,Stopped working after a month. Customer service was no help at all.,0
1,03-May-22,Charcoal Fabric,Limited functionality compared to other smart assistants.,0
1,04-May-22,Walnut Finish,The connection keeps dropping frequently. Very frustrating to use.,0
2,05-May-22,Heather Gray,Sound volume is too low even at maximum setting.,0
1,06-May-22,Sandstone,Alexa skills are limited and not very useful.,0
1,07-May-22,Charcoal Fabric,Voice commands are too complicated and not intuitive.,0
2,08-May-22,Walnut Finish,Keeps sending irrelevant notifications. Very annoying.,0
1,09-May-22,Heather Gray,Voice recognition is poor. Alexa struggles to understand commands.,0
1,10-May-22,Sandstone,Setup was extremely difficult and not user-friendly.,0
2,11-May-22,Charcoal Fabric,Limited functionality compared to other smart assistants.,0
1,12-May-22,Walnut Finish,Voice recognition is inconsistent and unreliable.,0
1,13-May-22,Heather Gray,Stopped working after just a few weeks. Very disappointed.,0
2,14-May-22,Sandstone,No backup battery. Useless during power outages.,0
1,15-May-22,Charcoal Fabric,Microphone quality is poor. Doesn't pick up voice well.,0
1,16-May-22,Walnut Finish,The app is buggy and crashes often.,0
2,17-May-22,Heather Gray,Customer service is unresponsive and unhelpful.,0
1,18-May-22,Sandstone,No support for local music playback. Very limited.,0
1,19-May-22,Charcoal Fabric,Stopped working after a firmware update. Very frustrating.,0
2,20-May-22,Walnut Finish,Voice commands are too complicated and not intuitive.,0
1,21-May-22,Heather Gray,Alexa app is poorly designed and hard to navigate.,0
1,22-May-22,Sandstone,"Sound quality is poor, especially for the price.",0
2,23-May-22,Charcoal Fabric,Privacy concerns with Alexa always listening.,0
1,24-May-22,Walnut Finish,Requires constant internet connection to function. Useless otherwise.,0
1,25-May-22,Heather Gray,Voice recognition is poor. Alexa struggles to understand commands.,0
2,26-May-22,Sandstone,Annoying voice. Not pleasant to listen to.,0
1,27-May-22,Charcoal Fabric,Stopped working after just a few weeks. Very disappointed.,0
1,28-May-22,Walnut Finish,Microphone quality is poor. Doesn't pick up voice well.,0
2,29-May-22,Heather Gray,No support for Spotify. Very limited music options.,0
1,30-May-22,Sandstone,Voice recognition is inconsistent and unreliable.,0
1,31-May-22,Charcoal Fabric,Limited functionality compared to other smart assistants.,0
2,01-Jun-22,Walnut Finish,Setup was extremely difficult and not user-friendly.,0
1,02-Jun-22,Heather Gray,Stopped working after a month. Customer service was no help at all.,0
1,03-Jun-22,Sandstone,The connection keeps dropping frequently. Very frustrating to use.,0
2,04-Jun-22,Charcoal Fabric,Requires constant internet connection to function. Useless otherwise.,0
1,05-Jun-22,Walnut Finish,Stopped working after a software update. Very frustrating.,0
1,06-Jun-22,Heather Gray,Limited functionality compared to other smart assistants.,0
2,07-Jun-22,Sandstone,Sound volume is too low even at maximum setting.,0
1,08-Jun-22,Charcoal Fabric,Alexa skills are limited and not very useful.,0
1,09-Jun-22,Walnut Finish,Voice recognition is poor. Alexa struggles to understand commands.,0
2,10-Jun-22,Heather Gray,"Microphone sensitivity is poor, struggles to pick up voice commands.",0
1,11-Jun-22,Sandstone,Voice recognition is inconsistent and unreliable.,0
1,12-Jun-22,Charcoal Fabric,Customer service is unresponsive and unhelpful.,0
2,13-Jun-22,Walnut Finish,Voice commands are too complicated and not intuitive.,0
1,14-Jun-22,Heather Gray,Requires constant internet connection to function. Useless otherwise.,0
1,15-Jun-22,Sandstone,Stopped working after a firmware update. Very frustrating.,0
2,16-Jun-22,Charcoal Fabric,"Sound quality is poor, especially for the price.",0
1,17-Jun-22,Walnut Finish,Setup process is too complicated and time-consuming.,0
1,18-Jun-22,Heather Gray,Stopped working after just a few weeks. Very disappointed.,0
2,19-Jun-22,Sandstone,No support for local music playback. Very limited.,0
1,20-Jun-22,Charcoal Fabric,Voice recognition is poor. Alexa struggles to understand commands.,0
1,21-Jun-22,Walnut Finish,No backup battery. Useless during power outages.,0
2,22-Jun-22,Heather Gray,Privacy concerns with Alexa always listening.,0
1,23-Jun-22,Sandstone,The app is buggy and crashes often.,0
1,24-Jun-22,Charcoal Fabric,"Sound quality is poor, especially for the price.",0
2,25-Jun-22,Walnut Finish,Limited functionality compared to other smart assistants.,0
1,26-Jun-22,Heather Gray,Keeps disconnecting from Wi-Fi. Not reliable.,0
1,27-Jun-22,Sandstone,Stopped working after a month. Customer service was no help at all.,0
2,28-Jun-22,Charcoal Fabric,Voice recognition is inconsistent and unreliable.,0
1,29-Jun-22,Walnut Finish,Voice commands are too complicated and not intuitive.,0
1,30-Jun-22,Heather Gray,Stopped working after a firmware update. Very frustrating.,0
2,01-Jul-22,Sandstone,Limited functionality compared to other smart assistants.,0
1,02-Jul-22,Charcoal Fabric,Privacy concerns with Alexa always listening.,0
1,03-Jul-22,Walnut Finish,Requires constant internet connection to function. Useless otherwise.,0
2,04-Jul-22,Heather Gray,Sound volume is too low even at maximum setting.,0
1,05-Jul-22,Sandstone,Alexa skills are limited and not very useful.,0
1,06-Jul-22,Charcoal Fabric,Voice recognition is poor. Alexa struggles to understand commands.,0
2,07-Jul-22,Walnut Finish,Device feels cheap and poorly made.,0
1,08-Jul-22,Heather Gray,Microphone quality is poor. Doesn't pick up voice well.,0
1,09-Jul-22,Sandstone,Requires constant internet connection to function. Useless otherwise.,0
2,10-Jul-22,Charcoal Fabric,Keeps disconnecting from Wi-Fi. Not reliable.,0
1,11-Jul-22,Walnut Finish,Stopped working after just a few weeks. Very disappointed.,0
1,12-Jul-22,Heather Gray,Privacy concerns with Alexa always listening. Not comfortable with it.,0
2,13-Jul-22,Sandstone,"Sound quality is poor, especially for the price.",0
1,14-Jul-22,Charcoal Fabric,No backup battery. Useless during power outages.,0
1,15-Jul-22,Walnut Finish,Customer service is unresponsive and unhelpful.,0
2,16-Jul-22,Heather Gray,Annoying voice. Not pleasant to listen to.,0
1,17-Jul-22,Sandstone,Voice recognition is inconsistent and unreliable.,0
1,18-Jul-22,Charcoal Fabric,Alexa app is poorly designed and hard to navigate.,0
2,19-Jul-22,Walnut Finish,Setup process is too complicated and time-consuming.,0
1,20-Jul-22,Heather Gray,Requires constant internet connection to function. Useless otherwise.,0
1,21-Jul-22,Sandstone,Privacy concerns with Alexa always listening.,0
2,22-Jul-22,Charcoal Fabric,"Microphone sensitivity is poor, struggles to pick up voice commands.",0
1,23-Jul-22,Walnut Finish,Stopped working after a firmware update. Very frustrating.,0
1,24-Jul-22,Heather Gray,No support for Spotify. Very limited music options.,0
2,25-Jul-22,Sandstone,Stopped working after a month. Customer service was no help at all.,0
1,26-Jul-22,Charcoal Fabric,Limited functionality compared to other smart assistants.,0
1,27-Jul-22,Walnut Finish,The connection keeps dropping frequently. Very frustrating to use.,0
2,28-Jul-22,Heather Gray,Sound volume is too low even at maximum setting.,0
1,29-Jul-22,Sandstone,Alexa skills are limited and not very useful.,0
1,30-Jul-22,Charcoal Fabric,Voice commands are too complicated and not intuitive.,0
2,31-Jul-22,Walnut Finish,Keeps sending irrelevant notifications. Very annoying.,0
1,01-Aug-22,Heather Gray,Voice recognition is poor. Alexa struggles to understand commands.,0
1,02-Aug-22,Sandstone,Setup was extremely difficult and not user-friendly.,0
2,03-Aug-22,Charcoal Fabric,Limited functionality compared to other smart assistants.,0
1,04-Aug-22,Walnut Finish,Voice recognition is inconsistent and unreliable.,0
1,05-Aug-22,Heather Gray,Stopped working after just a few weeks. Very disappointed.,0
2,06-Aug-22,Sandstone,No backup battery. Useless during power outages.,0
1,07-Aug-22,Charcoal Fabric,Microphone quality is poor. Doesn't pick up voice well.,0
1,08-Aug-22,Walnut Finish,The app is buggy and crashes often.,0
2,09-Aug-22,Heather Gray,Customer service is unresponsive and unhelpful.,0
1,10-Aug-22,Sandstone,No support for local music playback. Very limited.,0
1,11-Aug-22,Charcoal Fabric,Stopped working after a firmware update. Very frustrating.,0
2,12-Aug-22,Walnut Finish,Voice commands are too complicated and not intuitive.,0
1,13-Aug-22,Heather Gray,Alexa app is poorly designed and hard to navigate.,0
1,14-Aug-22,Sandstone,"Sound quality is poor, especially for the price.",0
2,15-Aug-22,Charcoal Fabric,Privacy concerns with Alexa always listening.,0
1,16-Aug-22,Walnut Finish,Requires constant internet connection to function. Useless otherwise.,0
1,17-Aug-22,Heather Gray,Voice recognition is poor. Alexa struggles to understand commands.,0
2,18-Aug-22,Sandstone,Annoying voice. Not pleasant to listen to.,0
1,19-Aug-22,Charcoal Fabric,Stopped working after just a few weeks. Very disappointed.,0
1,20-Aug-22,Walnut Finish,Microphone quality is poor. Doesn't pick up voice well.,0
2,21-Aug-22,Heather Gray,No support for Spotify. Very limited music options.,0
1,22-Aug-22,Sandstone,Voice recognition is inconsistent and unreliable.,0
1,23-Aug-22,Charcoal Fabric,Limited functionality compared to other smart assistants.,0
2,24-Aug-22,Walnut Finish,Setup was extremely difficult and not user-friendly.,0
1,25-Aug-22,Heather Gray,Stopped working after a month. Customer service was no help at all.,0
1,26-Aug-22,Sandstone,The connection keeps dropping frequently. Very frustrating to use.,0
2,27-Aug-22,Charcoal Fabric,Requires constant internet connection to function. Useless otherwise.,0
1,28-Aug-22,Walnut Finish,Stopped working after a software update. Very frustrating.,0
1,29-Aug-22,Heather Gray,Limited functionality compared to other smart assistants.,0
2,30-Aug-22,Sandstone,Sound volume is too low even at maximum setting.,0
1,31-Aug-22,Charcoal Fabric,Alexa skills are limited and not very useful.,0
1,01-Sep-22,Walnut Finish,Voice recognition is poor. Alexa struggles to understand commands.,0
2,02-Sep-22,Heather Gray,"Microphone sensitivity is poor, struggles to pick up voice commands.",0
1,03-Sep-22,Sandstone,Voice recognition is inconsistent and unreliable.,0
1,04-Sep-22,Charcoal Fabric,Customer service is unresponsive and unhelpful.,0
2,05-Sep-22,Walnut Finish,Voice commands are too complicated and not intuitive.,0
1,06-Sep-22,Heather Gray,Requires constant internet connection to function. Useless otherwise.,0
1,07-Sep-22,Sandstone,Stopped working after a firmware update. Very frustrating.,0
2,08-Sep-22,Charcoal Fabric,"Sound quality is poor, especially for the price.",0
1,09-Sep-22,Walnut Finish,Setup process is too complicated and time-consuming.,0
1,10-Sep-22,Heather Gray,Stopped working after just a few weeks. Very disappointed.,0
2,11-Sep-22,Sandstone,No support for local music playback. Very limited.,0
1,12-Sep-22,Charcoal Fabric,Voice recognition is poor. Alexa struggles to understand commands.,0
1,13-Sep-22,Walnut Finish,No backup battery. Useless during power outages.,0
2,14-Sep-22,Heather Gray,Privacy concerns with Alexa always listening.,0
1,15-Sep-22,Sandstone,The app is buggy and crashes often.,0
1,16-Sep-22,Charcoal Fabric,"Sound quality is poor, especially for the price.",0
2,17-Sep-22,Walnut Finish,Limited functionality compared to other smart assistants.,0
1,18-Sep-22,Heather Gray,Keeps disconnecting from Wi-Fi. Not reliable.,0
1,19-Sep-22,Sandstone,Stopped working after a month. Customer service was no help at all.,0
2,20-Sep-22,Charcoal Fabric,Voice recognition is inconsistent and unreliable.,0
1,21-Sep-22,Walnut Finish,Voice commands are too complicated and not intuitive.,0
1,22-Sep-22,Heather Gray,Stopped working after a firmware update. Very frustrating.,0
2,23-Sep-22,Sandstone,Limited functionality compared to other smart assistants.,0
1,24-Sep-22,Charcoal Fabric,Privacy concerns with Alexa always listening.,0
1,25-Sep-22,Walnut Finish,Requires constant internet connection to function. Useless otherwise.,0
2,26-Sep-22,Heather Gray,Sound volume is too low even at maximum setting.,0
1,27-Sep-22,Sandstone,Alexa skills are limited and not very useful.,0
1,28-Sep-22,Charcoal Fabric,Voice recognition is poor. Alexa struggles to understand commands.,0
2,29-Sep-22,Walnut Finish,Device feels cheap and poorly made.,0
1,30-Sep-22,Heather Gray,Microphone quality is poor. Doesn't pick up voice well.,0
1,01-Oct-22,Sandstone,Requires constant internet connection to function. Useless otherwise.,0
2,02-Oct-22,Charcoal Fabric,Keeps disconnecting from Wi-Fi. Not reliable.,0
1,03-Oct-22,Walnut Finish,Stopped working after just a few weeks. Very disappointed.,0
1,04-Oct-22,Charcoal Fabric,"The device keeps disconnecting from Wi-Fi, making it very unreliable.",0
2,05-Oct-22,Walnut Finish,"The sound quality is not great, especially at higher volumes.",0
1,06-Oct-22,Charcoal Fabric,"Alexa frequently misunderstands my commands, which is very frustrating.",0
2,07-Oct-22,Heather Gray,"The microphone sensitivity is poor, and I have to repeat myself often.",0
1,08-Oct-22,Sandstone Fabric,"Stopped working after a month, very disappointed.",0
2,09-Oct-22,Walnut Finish,Doesn't integrate well with my other smart home devices.,0
1,10-Oct-22,Charcoal Fabric,"Privacy concerns, Alexa seems to be listening all the time.",0
1,11-Oct-22,Heather Gray,"Had trouble setting it up, not user-friendly at all.",0
2,12-Oct-22,Sandstone Fabric,The app is buggy and crashes frequently.,0
1,13-Oct-22,Charcoal Fabric,Too expensive for the limited features it offers.,0
1,14-Oct-22,Walnut Finish,Customer service was unhelpful when I had an issue.,0
2,15-Oct-22,Heather Gray,Limited compatibility with other devices.,0
1,16-Oct-22,Sandstone Fabric,"Voice recognition is poor, doesn't understand my accent.",0
2,17-Oct-22,Charcoal Fabric,"Battery life is very short, needs constant recharging.",0
1,18-Oct-22,Walnut Finish,Alexa is very slow to respond to commands.,0
2,19-Oct-22,Heather Gray,"The speaker quality is not good, especially for music.",0
1,20-Oct-22,Sandstone Fabric,Keeps giving errors for simple tasks.,0
2,21-Oct-22,Charcoal Fabric,The design is bulky and unattractive.,0
1,22-Oct-22,Walnut Finish,The device stopped working after a few weeks.,0
2,23-Oct-22,Heather Gray,"Not worth the money spent, too many limitations.",0
1,24-Oct-22,Sandstone Fabric,I feel like my privacy is being invaded.,0
2,25-Oct-22,Charcoal Fabric,Very limited skills compared to other assistants.,0
1,26-Oct-22,Walnut Finish,"Stopped working after a few months, very poor quality.",0
2,27-Oct-22,Heather Gray,The app is difficult to navigate and use.,0
1,28-Oct-22,Sandstone Fabric,Had a lot of issues with connectivity.,0
2,29-Oct-22,Charcoal Fabric,The sound quality is very disappointing.,0
1,30-Oct-22,Walnut Finish,Too many glitches and bugs.,0
2,31-Oct-22,Heather Gray,The microphone doesn't pick up my voice well.,0
1,01-Nov-22,Sandstone Fabric,Not as useful as I hoped it would be.,0
2,02-Nov-22,Charcoal Fabric,Keeps asking for too many permissions.,0
1,03-Nov-22,Walnut Finish,The updates are very slow and often problematic.,0
2,04-Nov-22,Heather Gray,The maximum volume is too low.,0
1,05-Nov-22,Sandstone Fabric,Alexa struggles to understand different accents.,0
2,06-Nov-22,Charcoal Fabric,The integration with other apps is not smooth.,0
1,07-Nov-22,Walnut Finish,Stopped responding to commands after a few months.,0
2,08-Nov-22,Heather Gray,Not as smart as advertised.,0
1,09-Nov-22,Sandstone Fabric,Very disappointed with the overall experience.,0
2,10-Nov-22,Charcoal Fabric,The power cord is too short.,0
1,11-Nov-22,Walnut Finish,Customer support was not helpful at all.,0
2,12-Nov-22,Heather Gray,The device overheats with prolonged use.,0
1,13-Nov-22,Sandstone Fabric,Not compatible with many smart home devices.,0
2,14-Nov-22,Charcoal Fabric,Voice recognition works poorly in noisy environments.,0
1,15-Nov-22,Walnut Finish,Feels cheaply made and not durable.,0
2,16-Nov-22,Heather Gray,Too many unnecessary notifications.,0
1,17-Nov-22,Sandstone Fabric,Stopped working after a minor update.,0
2,18-Nov-22,Charcoal Fabric,Can't play music in multiple rooms.,0
1,19-Nov-22,Walnut Finish,The microphone is very weak.,0
2,20-Nov-22,Heather Gray,The speaker lacks bass and sounds tinny.,0
1,21-Nov-22,Sandstone Fabric,Too expensive for what it offers.,0
2,22-Nov-22,Charcoal Fabric,Privacy settings are not robust.,0
1,23-Nov-22,Walnut Finish,Voice commands are too limited.,0
2,24-Nov-22,Heather Gray,"Not suitable for larger rooms, sound doesn't carry well.",0
1,25-Nov-22,Sandstone Fabric,Stopped responding to voice commands.,0
2,26-Nov-22,Charcoal Fabric,Alexa is very slow to boot up.,0
1,27-Nov-22,Walnut Finish,The app is very cluttered and hard to use.,0
2,28-Nov-22,Heather Gray,The device frequently loses connection to Wi-Fi.,0
1,29-Nov-22,Sandstone Fabric,Doesn't support my preferred music service.,0
2,30-Nov-22,Charcoal Fabric,The voice feedback is very robotic and unnatural.,0
1,01-Dec-22,Walnut Finish,"The microphone sensitivity is too high, triggers too easily.",0
2,02-Dec-22,Heather Gray,Stopped working after a minor drop.,0
1,03-Dec-22,Sandstone Fabric,The updates often introduce new bugs.,0
2,04-Dec-22,Charcoal Fabric,The voice recognition is not consistent.,0
1,05-Dec-22,Walnut Finish,Doesn't support all the features in my region.,0
2,06-Dec-22,Heather Gray,Alexa's voice is hard to understand at times.,0
1,07-Dec-22,Sandstone Fabric,Doesn't integrate well with my calendar app.,0
2,08-Dec-22,Charcoal Fabric,The app takes too long to load.,0
1,09-Dec-22,Walnut Finish,"Not intuitive to use, too many steps for simple tasks.",0
2,10-Dec-22,Heather Gray,Voice commands need to be very specific.,0
1,11-Dec-22,Sandstone Fabric,The sound quality is worse than expected.,0
2,12-Dec-22,Charcoal Fabric,No option to customize the wake word.,0
1,13-Dec-22,Walnut Finish,Keeps prompting for the same updates repeatedly.,0
2,14-Dec-22,Heather Gray,Limited language support.,0
1,15-Dec-22,Sandstone Fabric,Alexa frequently ignores commands.,0
2,16-Dec-22,Charcoal Fabric,The app interface is not user-friendly.,0
1,17-Dec-22,Walnut Finish,Doesn't support enough smart home devices.,0
2,18-Dec-22,Heather Gray,The speaker gets distorted at higher volumes.,0
1,19-Dec-22,Sandstone Fabric,Stopped working after a few weeks.,0
2,20-Dec-22,Charcoal Fabric,Doesn't understand different accents well.,0
1,21-Dec-22,Walnut Finish,The updates often cause new issues.,0
2,22-Dec-22,Heather Gray,Voice recognition is not accurate.,0
1,23-Dec-22,Sandstone Fabric,The device feels cheap and flimsy.,0
2,24-Dec-22,Charcoal Fabric,Alexa is too slow to respond.,0
1,25-Dec-22,Walnut Finish,The app is not intuitive and hard to navigate.,0
2,26-Dec-22,Heather Gray,Keeps disconnecting from the internet.,0
1,27-Dec-22,Sandstone Fabric,Stopped working after a short time.,0
2,28-Dec-22,Charcoal Fabric,Voice commands are not recognized.,0
1,29-Dec-22,Walnut Finish,"Privacy concerns, Alexa always listening.",0
2,30-Dec-22,Heather Gray,The sound quality is very poor.,0
1,31-Dec-22,Sandstone Fabric,Too many limitations on features.,0
2,01-Jan-23,Charcoal Fabric,The app is very slow and crashes often.,0
1,02-Jan-23,Walnut Finish,Stopped working after a few months.,0
2,03-Jan-23,Heather Gray,Doesn't understand my accent.,0
1,04-Jan-23,Sandstone Fabric,Not worth the high price.,0
2,05-Jan-23,Charcoal Fabric,Keeps giving errors.,0
